"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","he-lazy-image src 2"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-cumhuriyet-kiralik/daire/142896-67","15","15.000","03-03-2025","Kiralık Daire","2 +
                          1","110 m²","18
                        Yaşında","Ara Kat","","","","Bilge Emlak'tan Cumhuriyet Mah.2+1 Merkezi Konumda Kiralık Daire","Afyonkarahisar / Merkez / Cumhuriyet Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/8/5/4/9/3/4/91309e0a-b1da-4b18-9348-d3a25d6e61de.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-osman-gazi-kiralik/villa/143765-586","34","27.500","07-03-2025","Kiralık Villa","7 +
                          1","250 m²","18
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Nokta Emlak'tan Osmangazi Mh Kiralık 7+1 Villa","Afyonkarahisar / Merkez / Osman Gazi Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/3/9/7/9/3/4/84632a0a-c5b0-4eea-bcab-5742b0465d0f.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-kanlica-kiralik/daire/0-44212468","24","9.500","19-02-2025","Kiralık Daire","2 +
                          1","120 m²","16
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden 2+1 Ara Kat Isı Yalıtımlı Temiz Daire","Afyonkarahisar / Merkez / Kanlıca Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/4/2/1/2/4/4/7X5fz8WnVNGF5gdQtbWaO.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-osman-gazi-kiralik/villa/153733-11","58","30.000","18-01-2025","Kiralık Villa","7 +
                          1","240 m²","16
                        Yaşında","Bahçe Katı","","","","Osmangazi Mhde Bayındır Villalarında Kiralık Tripleks 7+1 Villa!","Afyonkarahisar / Merkez / Osman Gazi Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/2/3/4/9/3/4/1485ab60-d31c-41e7-ac7e-bb1a53c1fcc7.jpeg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/0-43881638","13","10.500","20-03-2025","Kiralık Daire","2 +
                          1","60 m²","6
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","2+1 Full Sıfır Eşyalı Daire","Afyonkarahisar / Merkez / Erenler Mah.",""
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/0-41584498","7","7.500","27-01-2025","Kiralık Daire","1 +
                          1","45 m²","6
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden, Komisyonsuz, Eşyalı 1+1","Afyonkarahisar / Merkez / Erenler Mah.",""
"https://www.hepsiemlak.com/afyonkarahisar-merkez-esentepe-kiralik/daire/110367-733","11","14.000","26-02-2025","Kiralık Daire","2 +
                          1","95 m²","6
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Esentepe Kiralık Daire","Afyonkarahisar / Merkez / Esentepe Mah.",""
"https://www.hepsiemlak.com/afyonkarahisar-merkez-selcuklu-kiralik/daire/145595-130","29","14.000","11-02-2025","Kiralık Daire","1 +
                          1","55 m²","8
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Afyon Tezcan Emlaktan Selçukluda 1+1 Kiralık Daire","Afyonkarahisar / Merkez / Selçuklu Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/1/3/4/0/4/4/833be4e2-d8d4-4b0d-baa7-58b4be946514.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/153665-30","4","7.500","29-01-2025","Kiralık Daire","2 +
                          1","50 m²","7
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Afyonkarahisar Ravza Emlak Tan Erenler Merkezde 1+1 Kiralik Daire","Afyonkarahisar / Merkez / Erenler Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/1/5/8/0/4/4/1737639070163-44085134.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-bolvadin-imaret-kiralik/daire/0-43769017","11","12.150","24-03-2025","Kiralık Daire","3 +
                          1","200 m²","5
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden 3+1 Kiralık Daire","Afyonkarahisar / Bolvadin / İmaret Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/0/9/6/7/3/4/1732706706418-43769017.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-nazmi-saatci-kiralik/daire/0-43516540","11","16.000","30-01-2025","Kiralık Daire","3 +
                          1","125 m²","30
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden Kiralık Daire","Afyonkarahisar / Merkez / Nazmi Saatçi Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/5/6/1/5/3/4/1728505653875-43516540.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-yenice-kiralik/daire/0-43891725","9","11.000","04-03-2025","Kiralık Daire","3 +
                          1","135 m²","25
                        Yaşında","1. Kat","","","","Yenice Mahallesi Bakımlı Kiralık 3+1 Daire","Afyonkarahisar / Merkez / Yenice Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/7/1/9/8/3/4/hI_Atymn5qunHYfFPpldj.jpeg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-dervis-pasa-kiralik/daire/0-42467155","9","13.000","21-03-2025","Kiralık Daire","1 +
                          1","48 m²","10
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Stüdyo House'dan Kiralık 1+1 Full Eşyalı Yakıt İnternet Dahil","Afyonkarahisar / Merkez / Derviş Paşa Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/1/7/6/4/2/4/l8Ouf6II1REqEUK8r4sJC.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-mecidiye-kiralik/daire/87840-3259","21","6.000","05-03-2025","Kiralık Daire","Stüdyo","35 m²","9
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Öztürk Emlaktan Merkezde Yakıt Dahil Eşyalı 1+0 Ve 1+1 Bay Apart","Afyonkarahisar / Merkez / Mecidiye Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/0/9/0/1/4/4/264588a2-e209-443f-add9-09f4da7c085f.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-fatih-kiralik/daire/110367-728","15","13.000","18-03-2025","Kiralık Daire","3 +
                          1","115 m²","12
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Daire","Afyonkarahisar / Merkez / Fatih Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/7/0/2/0/4/4/1736945086826-44020756.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-dumlupinar-kiralik/daire/110367-729","10","8.000","14-01-2025","Kiralık Daire","3 +
                          1","115 m²","25
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Daire","Afyonkarahisar / Merkez / Dumlupınar Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/7/8/3/0/4/4/1736867858366-44038716.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/153875-6","9","8.500","28-01-2025","Kiralık Daire","2 +
                          0","50 m²","7
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Afyon Erenler Sevgi Yolunda 2+0 Kiralık Daire","Afyonkarahisar / Merkez / Erenler Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/6/4/0/1/4/4/1738014281-6557899-44104618.jpeg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-nazmi-saatci-kiralik/daire/87840-3263","11","8.000","01-02-2025","Kiralık Daire","3 +
                          1","114 m²","20
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Afyon Öztürk Emlaktan Harbiş Gazi Mh'sinde 3+1 Kiralık Daire","Afyonkarahisar / Merkez / Nazmi Saatçi Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/9/6/2/1/4/4/349a3466-6d96-4f7a-9949-0a2942eb4b91.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/153875-5","7","7.500","28-01-2025","Kiralık Daire","1 +
                          1","48 m²","6
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Afyon Erenler Mh Kiralık 1+1 Daire","Afyonkarahisar / Merkez / Erenler Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/5/4/0/1/4/4/1738013717-218285-44104587.jpeg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-mecidiye-kiralik/daire/87840-3258","9","6.000","29-01-2025","Kiralık Daire","2 +
                          1","80 m²","15
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Öztürk Emlaktan Merkez Yunus Emre Mh'de 2+1  D.Gazlı Daire","Afyonkarahisar / Merkez / Mecidiye Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/6/8/0/1/4/4/08211dfa-5952-4560-a25b-d4d387b6ac6d.jpg"
